Code	Indication	Categories	Regimen	URL
00331a	Second line therapy for metastatic colorectal cancer with non-mutated (wild type) RAS after failure of or contraindication to oxaliplatin based therapy.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	cetuximab (14 days) and irinotecan (14 days )	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/331-cetuximab-14-days-and-irinotecan-14-days-therapy-.pdf
00692a	Treatment of patients with RAS wild type metastatic colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	cetuximab and folfox - 4	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/692-cetuximab-and-folfox4.pdf
00585a	Treatment of patients with RAS wild type metastatic colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	cetuximab (14 days) and folfiri (14 days)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/585.pdf
00733a	Treatment of patients with KRAS wild type metastatic colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	cetuximab and folfox - 6 (modified)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/733-cetuximab-and-folfox-6-modified-therapy.pdf
00473a	Adjuvant treatment of adult patients with resected gastric cancer stage IIA or higher and no distant metastases.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	cisplatin and capecitabine adjuvant chemoradiation	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/473.pdf
00460a	Locally advanced squamous or adenocarcinoma of the oesophagus not suitable for surgery.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	cisplatin 75mg/m2 and 5-fluorouracil chemoradiation therapy-herskovic regimen	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/460.pdf
00594a	Treatment of anal canal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	cisplatin, 5-fluorouracil and radiation	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/594.pdf
00235a	"Treatment of advanced gastric cancer when given in combination with cisplatin.
Treatment of advanced gastric cancer when given in combination with CISplatin."	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	cisplatin and teysuno® - 28 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/235-cisplatin-and-teysuno%C2%AE-28-day-cycle.pdf
00203d	Advanced or metastatic adenocarcinoma of the stomach or gastro-oesophageal junction in patients who have progressed during or within 6 months after treatment with a platinum-fluoropyrimidine combination.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	docetaxel monotherapy 75mg/m2 - 21 day cycle	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/203.pdf
00386a	Treatment of unresectable or metastatic hepatocellular carcinoma not suitable for treatment with regional therapies.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	doxorubicin 60mg/m2	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/386.pdf
00240a	Metastatic or locally advanced (unresectable) gastric adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and 5-fu (ecf)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/240-epirubicin-cisplatin-and-5-fu-ecf-therapy.pdf
00240b	Metastatic or locally advanced (unresectable) esophagogastric junction adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and 5-fu (ecf)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/240-epirubicin-cisplatin-and-5-fu-ecf-therapy.pdf
00240c	Metastatic or locally advanced (unresectable) oesophageal  adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and 5-fu (ecf)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/240-epirubicin-cisplatin-and-5-fu-ecf-therapy.pdf
00240d	Perioperative treatment of resectable gastric adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and 5-fu (ecf)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/240-epirubicin-cisplatin-and-5-fu-ecf-therapy.pdf
00240e	Perioperative treatment of resectable gastroesophageal junction adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and 5-fu (ecf)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/240-epirubicin-cisplatin-and-5-fu-ecf-therapy.pdf
00240f	Perioperative treatment of resectable lower oesophagus adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and 5-fu (ecf)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/240-epirubicin-cisplatin-and-5-fu-ecf-therapy.pdf
00380a	Perioperative treatment of resectable gastric adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and capecitabine (ecx)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/380.pdf
00380b	"Perioperative treatment of resectable gastrioesophageal junction adenocarcainoma.
Perioperative treatment of resectable gastroesophageal junction adenocarcinoma."	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and capecitabine (ecx)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/380.pdf
00380c	Perioperative treatment of resectable lower oesophagus adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and capecitabine (ecx)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/380.pdf
00380d	Palliative therapy for metastatic or locally advanced gastric adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and capecitabine (ecx)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/380.pdf
00380e	"Palliative therapy for metastatic or locally advanced oesphagogastric adenoccarcinoma.
Palliative therapy for metastatic or locally advanced oesphagogastric adenocarcinoma."	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, cisplatin and capecitabine (ecx)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/380.pdf
00429a	Locally advanced or metastatic gastric carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin oxaliplatin and 5-fu (eof) - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/429.pdf
00429b	Locally advanced or metastatic oesophageal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin oxaliplatin and 5-fu (eof) - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/429.pdf
00429c	Locally advanced or metastatic gastroesophageal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin oxaliplatin and 5-fu (eof) - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/429.pdf
00239a	Locally advanced or metastatic gastric carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, oxaliplatin and capecitabine (eox)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/239.pdf
00239b	Locally advanced or metastatic oesophageal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, oxaliplatin and capecitabine (eox)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/239.pdf
00239c	Locally advanced or metastatic gastroesophageal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	epirubicin, oxaliplatin and capecitabine (eox)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/239.pdf
00320b	Treatment of unresectable or metastatic, well- or moderately-differentiated neuroendocrine tumours of pancreatic origin in adults with progressive disease.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	everolimus	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/320-everolimus-monotherapy.pdf
00320c	The treatment of unresectable or metastatic, well-differentiated (Grade 1 or Grade 2) non-functional neuroendocrine tumours of gastrointestinal origin in adults with progressive disease.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	everolimus	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/320-everolimus-monotherapy.pdf
00344a	Treatment of locally advanced (≥T2) and/or nodal positive (N+) resectable gastric adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	flot therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/344.pdf
00344b	Treatment of locally advanced ((≥T2) and/or nodal positive (N+) resectable adenocarcinoma of the oesophagogastreal junction.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	flot therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/344.pdf
00486a	Adjuvant treatment of stage II or III colon cancer after complete resection of primary tumour.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	flox	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/486.pdf
00227a	Treatment of patients with advanced colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfiri therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/227-folfiri-therapy-14-day.pdf
00227b	Treatment of patients with metastatic oesophageal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfiri therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/227-folfiri-therapy-14-day.pdf
00227c	Second line treatment of patients with locally advanced metastatic pancreatic carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfiri therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/227-folfiri-therapy-14-day.pdf
00328a	Treatment of patients with RAS wild type metastatic colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfiri (14 days) and cetuximab (7 days)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/328.pdf
00210a	Adjuvant treatment of stage II and stage III colon cancer after complete resection of primary tumour.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfox - 4 therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/210.pdf
00210b	Metastatic colorectal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfox - 4 therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/210.pdf
00209a	Adjuvant treatment of stage II or III colon cancer after complete resection of primary tumour.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfox - 6 modified therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/209.pdf
00209b	Metastatic colorectal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfox - 6 modified therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/209.pdf
00209c	Advanced or metastatic adenocarcinoma of the stomach or gastro-oesophageal junction.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfox - 6 modified therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/209.pdf
00509a	Definitive squamous cell carcinoma (SCC) or adenocarcinoma of the oesophagus in combination in patients for whom a CISplatin based regimen is contraindicated.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfox - 6 modified chemoradiation therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/509.pdf
00555a	Treatment of  metastatic colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfoxiri	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/555.pdf
00329a	Metastatic pancreatic cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfirinox	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/329.pdf
00515a	Adjuvant treatment of pancreatic ductal adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	modified folfirinox	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/515.pdf
00691a	Neoadjuvant chemotherapy for locally advanced rectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	folfirinox therapy - (rectal carcinoma)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/folfirinox-rectal-carcinoma-v1-691.pdf
00660a	Adjuvant treatment of colorectal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	5-fluorouracil and folinic acid therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/660-5-fu-and-folinic-acid-therapy-14-day.pdf
00660b	Locally advanced, locally recurrent or metastatic colorectal adenocarcinoma not curable with surgery or radiation.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	5-fluorouracil and folinic acid therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/660-5-fu-and-folinic-acid-therapy-14-day.pdf
00451a	Treatment of anal canal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	5-fluorouracil (4 day) and mitomycin chemoradiation	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/451-5-fluorouracil-4-day-and-mitomycin-chemoradiation-therapy.pdf
00421a	Treatment of locally advanced rectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	5-fluorouracil 225mg/m2/day and radiotherapy (rt)-continuous infusion (7day)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/421 5-fu.pdf
00284a	Adjuvant chemotherapy for pancreatic adenocarcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine 1000mg/m2 monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/284-gemcitabine-1000mg-m2-monotherapy-28-day.pdf
00283a	Treatment of patients with locally advanced or metastatic adenocarcinoma of the pancreas.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine 1000mg/m2 monotherapy - 56 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/283.pdf
00522a	Resectable Adenocarcinoma of the head of Pancreas.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine (400mg/m2) and rt	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/522-gemcitabine-400mg-m2-and-rt-therapy.pdf
00559a	Treatment of patients with localized unresectable adenocarcinoma of the pancreas.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine (600mg/m2) and rt therapy - 7 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/gemcitabine-600mg-m2-and-rt-therapy-%E2%80%93-7day.pdf
00521a	Non-metastatic, locally advanced pancreatic cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine (1000mg/m2) and rt	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/521-gemcitabine-1000mg-m2-and-rt-therapy.pdf
00384a	Locally advanced or metastatic pancreatic carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine (1000mg/m2) and capecitabine (650mg/m2) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/384-gemcitabine-1000mg-m2-and-capecitabine-650mg-m2-therapy-21-day.pdf
00384b	"Locally advanced biliary tree carcinoma.
Locally advanced bilary tree carcinoma."	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine (1000mg/m2) and capecitabine (650mg/m2) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/384-gemcitabine-1000mg-m2-and-capecitabine-650mg-m2-therapy-21-day.pdf
00524a	Adjuvant treatment of pancreatic adenocarcinoma after macroscopic complete resection.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine (1000mg/m2) and capecitabine (830mg/m2) therapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/524.pdf
00383a	Locally advanced or metastatic pancreatic carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine (1000mg/m2) and cisplatin (25mg/m2)therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/383-gemcitabine-1000mg-m2-and-cisplatin-25mg-m2-therapy-21-day.pdf
00383b	Locally advanced or metastatic biliary tree carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	gemcitabine (1000mg/m2) and cisplatin (25mg/m2)therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/383-gemcitabine-1000mg-m2-and-cisplatin-25mg-m2-therapy-21-day.pdf
00213a	Treatment of patients with advanced colorectal cancer as a single agent in patients who have failed an established 5-fluorouracil containing treatment regimen.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	irinotecan monotherapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/213-irinotecan-monotherapy-21days.pdf
00654a	Second line therapy for advanced gastric cancer refractory to treatment with fluoropyrimidine plus platinum.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	irinotecan 150mg/m2 monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/654.pdf
00644a	As monotherapy for the treatment of adult patients with advanced or unresectable hepatocellular carcinoma (HCC) who have received no prior systemic therapy.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	lenvatinib - hcc therapy	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/644-lenvatinib-hcc-therapy.pdf
00727	Treatment of anal canal carcinoma.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	mitomycin and capecitabine chemoradiation	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/727-mitomycin-and-capecitabine-chemoradiation-therapy.pdf
00256a	First-line treatment of adult patients with metastatic adenocarcinoma of the pancreas.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	nab-paclitaxel and gemcitabine - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/256.pdf
00621a	Second line chemotherapy for advanced or recurrent gastric cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	paclitaxel 80mg/m2 day 1, 8 and 15 monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/breast/621.pdf
00225c	Treatment of adult patients with wild-type RAS metastatic colorectal cancer (mCRC) As monotherapy after failure of fluorpyridine, oxaliplatin, and irinotecan containing chemotherapy regimens.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	panitumumab 6mg/kg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/225.pdf
00448a	First line treatment of adult patients with wild-type RAS metastatic colorectal cancer (mCRC).	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	panitumumab 6mg/kg and folfiri therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/448 panitumumab-6mg-kg-and-folfiri-therapy-14-day.pdf
00448b	Second line treatment of adult patients with wild-type RAS mCRC who have received first-line fluorpyridine–based chemotherapy (excluding irinotecan).	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	panitumumab 6mg/kg and folfiri therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/448 panitumumab-6mg-kg-and-folfiri-therapy-14-day.pdf
00447a	First line treatment of adult patients with wild-type RAS metastatic colorectal cancer (mCRC).	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	panitumumab 6mg/kg and modified folfox - 6 therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/447.pdf
00428a	Treatment of metastatic colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	quasar (modified) flu fluorouracil (370mg/m2) andfolinic acid (50mg) weekly	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/428-qqquasar-modified-flu-fluorouracil-370mg-m2-and-3-and-folinic-acid-50mg-weekly.pdf
00428b	Adjuvant treatment of colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	quasar (modified) flu fluorouracil (370mg/m2) andfolinic acid (50mg) weekly	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/428-qqquasar-modified-flu-fluorouracil-370mg-m2-and-3-and-folinic-acid-50mg-weekly.pdf
00244a	Treatment of adult patients with metastatic colorectal cancer (mCRC) who have been previously treated with, or are not considered candidates for, available therapies. These include fluoropyrimidine-based chemotherapy, an anti-VEGF therapy and an anti-EGFR therapy.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	regorafenib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/244.pdf
00427a	Treatment of metastatic colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	roswell park modified (fluorouracil 500mg/m2 and folinic acid 50mg weekly x 6) regimen	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/427.pdf
00427b	Adjuvant treatment of colorectal cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	roswell park modified (fluorouracil 500mg/m2 and folinic acid 50mg weekly x 6) regimen	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/427.pdf
00294a	Treatment of hepatocellular carcinoma (HCC).	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	sorafenib	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/294-sorafenib-therapy.pdf
00502a	Treatment of adult patients with HER2 positive metastatic adenocarcinoma of the stomach or gastroesophageal junction who have not received prior anti-cancer treatment for their metastatic disease.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	trastuzumab 5 fluorouracil and cisplatin therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/502trastuzumab-5-fluorouracil-and-cisplatin-therapy-21.pdf
00704a	Treatment of adult patients with HER2 positive metastatic gastric or gastroesophageal junction cancer.	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	trastuzumab and folfox - 6 modified therapy - 14 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/trastuzumab-with-folfox6-modified-v1-final.pdf
00382a	"Treatment of adult patients with metastatic colorectal cancer (CRC) who have been previously treated with, or are not considered candidates for, available therapies including fluoropyrimidine-, oxaliplatin- and irinotecan-based chemotherapies, anti-VEGF agents, and anti-EGFR agents.
Treatment of adult patients with metastatic colorectal cancer who have been previously treated with, or are not considered candidates for, available therapies including fluoropyrimidine, oxaliplatin and irinotecan based therapies, anti-VEGF and anti-EGFR agents."	oral-anti-cancer-medicines, gastrointestinal, neuroendocrine	trifluridine and tipiracil (lonsurf®) therapy	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/gastrointestinal/382.pdf
00544b	Treatment of adult patients with locally advanced or metastaticurothelial carcinoma (UC) after prior platinum-containingchemotherapy.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	atezolizumab 1200mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/544-atezolizumab-1200mg-monotherapy.pdf
00544c	Treatment of adult patients with locally advanced or metastatic urothelial carcinoma (UC) who are considered cisplatin ineligible and whose tumours have a PD-L1 expression ≥5%.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	atezolizumab 1200mg	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/544-atezolizumab-1200mg-monotherapy.pdf
00593b	Treatment of adult patients with locally advanced or metastatic urothelial carcinoma (UC) after prior platinum-containing chemotherapy.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	atezolizumab 1680mg monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/593-atezolizumab-1680mg-monotherapy-28-day.pdf
00593c	Treatment of adult patients with locally advanced or metastatic urothelial carcinoma (UC) who are considered cisplatin ineligible and whose tumours have a PD-L1 expression ≥5%.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	atezolizumab 1680mg monotherapy - 28 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/lung/593-atezolizumab-1680mg-monotherapy-28-day.pdf
00535	First-line maintenance treatment of adult patients with locally advancedor metastatic urothelial carcinoma (UC) who are progression-free following platinum based chemotherapy.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	avelumab	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/535-avelumab-monotherapy.pdf
00385b	Chemoradiation treatment for locally advanced bladder cancer.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	cisplatin 40mg/m2 weekly with radiotherapy (rt)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/385-cisplatin-40mg-m2-weekly-with-radiotherapy-rt-.pdf
00337a	Neoadjuvant treatment of muscle invasive transitional cell carcinoma (TCC) of the urothelium.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	cisplatin, methotrexate and vinblastine (cmv)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/337-cisplatin-methotrexate-and-vinblastine-cmv-therapy.pdf
00450a	Treatment of muscle invasive bladder cancer in patients.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	5-fluorouracil (5 day) and mitomycin chemoradiation	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/450-5-fluorouracil-5-day-and-mitomycin-chemoradiation-therapy.pdf
00622a	Treatment of patients with locally advanced or metastatic transitional cell carcinoma (TCC) of the urothelium in patients with impaired renal function.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	gemcitabine (1000mg/m2) and cisplatin (35mg/m2) therapy - 21 days	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/622.pdf
00628a	Adjuvant treatment of upper tract urothelial carcinoma.	genitourinary, genitourinary:Bladder Cancer Chemotherapy Regimens	gemcitabine (1000mg/m2) and cisplatin (70mg/m2)	https://www.hse.ie/eng/services/list/5/cancer/profinfo/chemoprotocols/genitourinary/628.pdf
